License_Number,Route_Name,Latitude,Longitude,Timespan
NA-0012,154-Kiribathgoda-Angulana,80.225409,6.519162,2025-10-31 10:49:30
NA-0012,154-Kiribathgoda-Angulana,80.224746,6.519552,2025-10-31 10:49:40
NA-0012,154-Kiribathgoda-Angulana,80.225127,6.519503,2025-10-31 10:49:50
NA-0012,154-Kiribathgoda-Angulana,80.225103,6.518693,2025-10-31 10:50:00
NA-0012,154-Kiribathgoda-Angulana,80.226002,6.517702,2025-10-31 10:50:10
NA-0012,154-Kiribathgoda-Angulana,80.225765,6.517787,2025-10-31 10:50:20
NA-0012,154-Kiribathgoda-Angulana,80.226443,6.517941,2025-10-31 10:50:30
NA-0012,154-Kiribathgoda-Angulana,80.225551,6.517239,2025-10-31 10:50:40
NA-0012,154-Kiribathgoda-Angulana,80.226102,6.516502,2025-10-31 10:50:50
NA-0012,154-Kiribathgoda-Angulana,80.226116,6.516556,2025-10-31 10:51:00
NA-0012,154-Kiribathgoda-Angulana,80.226431,6.516714,2025-10-31 10:51:10
NA-0012,154-Kiribathgoda-Angulana,80.225497,6.515798,2025-10-31 10:51:20
NA-0012,154-Kiribathgoda-Angulana,80.225778,6.516197,2025-10-31 10:51:30
NA-0012,154-Kiribathgoda-Angulana,80.226481,6.515874,2025-10-31 10:51:40
NA-0012,154-Kiribathgoda-Angulana,80.227288,6.516101,2025-10-31 10:51:50
NA-0012,154-Kiribathgoda-Angulana,80.226302,6.515239,2025-10-31 10:52:00
NA-0012,154-Kiribathgoda-Angulana,80.225522,6.515463,2025-10-31 10:52:10
NA-0012,154-Kiribathgoda-Angulana,80.224563,6.515232,2025-10-31 10:52:20
NA-0012,154-Kiribathgoda-Angulana,80.224175,6.515546,2025-10-31 10:52:30
NA-0012,154-Kiribathgoda-Angulana,80.225166,6.515735,2025-10-31 10:52:40
NA-0012,154-Kiribathgoda-Angulana,80.225725,6.515561,2025-10-31 10:52:50
NA-0012,154-Kiribathgoda-Angulana,80.225561,6.515696,2025-10-31 10:53:00
NA-0012,154-Kiribathgoda-Angulana,80.225523,6.514865,2025-10-31 10:53:10
NA-0012,154-Kiribathgoda-Angulana,80.226408,6.514455,2025-10-31 10:53:20
NA-0012,154-Kiribathgoda-Angulana,80.225579,6.514123,2025-10-31 10:53:30
NA-0012,154-Kiribathgoda-Angulana,80.2261,6.514117,2025-10-31 10:53:40
NA-0012,154-Kiribathgoda-Angulana,80.225209,6.514878,2025-10-31 10:53:50
NA-0012,154-Kiribathgoda-Angulana,80.224648,6.51404,2025-10-31 10:54:00
NA-0012,154-Kiribathgoda-Angulana,80.224383,6.514931,2025-10-31 10:54:10
NA-0012,154-Kiribathgoda-Angulana,80.22386,6.514161,2025-10-31 10:54:20
NA-0012,154-Kiribathgoda-Angulana,80.22458,6.513364,2025-10-31 10:54:30
NA-0012,154-Kiribathgoda-Angulana,80.225286,6.513441,2025-10-31 10:54:40
NA-0012,154-Kiribathgoda-Angulana,80.224891,6.51377,2025-10-31 10:54:50
NA-0012,154-Kiribathgoda-Angulana,80.225431,6.514367,2025-10-31 10:55:00
NA-0012,154-Kiribathgoda-Angulana,80.225961,6.514563,2025-10-31 10:55:10
NA-0012,154-Kiribathgoda-Angulana,80.226098,6.514792,2025-10-31 10:55:20
NA-0012,154-Kiribathgoda-Angulana,80.226806,6.514284,2025-10-31 10:55:30
NA-0012,154-Kiribathgoda-Angulana,80.226166,6.515012,2025-10-31 10:55:40
NA-0012,154-Kiribathgoda-Angulana,80.226103,6.51497,2025-10-31 10:55:50
NA-0012,154-Kiribathgoda-Angulana,80.226591,6.514675,2025-10-31 10:56:00
NA-0012,154-Kiribathgoda-Angulana,80.226624,6.514704,2025-10-31 10:56:10
NA-0012,154-Kiribathgoda-Angulana,80.226369,6.515538,2025-10-31 10:56:20
NA-0012,154-Kiribathgoda-Angulana,80.226982,6.516534,2025-10-31 10:56:30
NA-0012,154-Kiribathgoda-Angulana,80.226291,6.516621,2025-10-31 10:56:40
NA-0012,154-Kiribathgoda-Angulana,80.227261,6.516728,2025-10-31 10:56:50
NA-0012,154-Kiribathgoda-Angulana,80.227724,6.516151,2025-10-31 10:57:00
NA-0012,154-Kiribathgoda-Angulana,80.226999,6.516092,2025-10-31 10:57:10
NA-0012,154-Kiribathgoda-Angulana,80.226155,6.51592,2025-10-31 10:57:20
NA-0012,154-Kiribathgoda-Angulana,80.225861,6.515547,2025-10-31 10:57:30
NA-0012,154-Kiribathgoda-Angulana,80.225901,6.515307,2025-10-31 10:57:40
NA-0012,154-Kiribathgoda-Angulana,80.2254,6.516252,2025-10-31 10:57:50
NA-0012,154-Kiribathgoda-Angulana,80.225741,6.516025,2025-10-31 10:58:00
NA-0012,154-Kiribathgoda-Angulana,80.225226,6.515187,2025-10-31 10:58:10
NA-0012,154-Kiribathgoda-Angulana,80.224927,6.51569,2025-10-31 10:58:20
NA-0012,154-Kiribathgoda-Angulana,80.225842,6.516579,2025-10-31 10:58:30
NA-0012,154-Kiribathgoda-Angulana,80.226306,6.516603,2025-10-31 10:58:40
NA-0012,154-Kiribathgoda-Angulana,80.226363,6.516032,2025-10-31 10:58:50
NA-0012,154-Kiribathgoda-Angulana,80.227214,6.516763,2025-10-31 10:59:00
NA-0012,154-Kiribathgoda-Angulana,80.226693,6.517405,2025-10-31 10:59:10
NA-0012,154-Kiribathgoda-Angulana,80.226701,6.517862,2025-10-31 10:59:20
NA-0012,154-Kiribathgoda-Angulana,80.227651,6.518135,2025-10-31 10:59:30
NA-0012,154-Kiribathgoda-Angulana,80.228624,6.518941,2025-10-31 10:59:40
NA-0012,154-Kiribathgoda-Angulana,80.228543,6.518521,2025-10-31 10:59:50
NA-0013,138-Kadawatha-Fort,79.937697,6.739041,2025-10-31 09:00:00
NA-0013,138-Kadawatha-Fort,79.93707,6.739041,2025-10-31 09:00:10
NA-0013,138-Kadawatha-Fort,79.936538,6.739915,2025-10-31 09:00:20
NA-0013,138-Kadawatha-Fort,79.937173,6.740506,2025-10-31 09:00:30
NA-0013,138-Kadawatha-Fort,79.938018,6.741033,2025-10-31 09:00:40
NA-0013,138-Kadawatha-Fort,79.938187,6.740792,2025-10-31 09:00:50
NA-0013,138-Kadawatha-Fort,79.937389,6.740363,2025-10-31 09:01:00
NA-0013,138-Kadawatha-Fort,79.937483,6.740717,2025-10-31 09:01:10
NA-0013,138-Kadawatha-Fort,79.938426,6.740649,2025-10-31 09:01:20
NA-0013,138-Kadawatha-Fort,79.93891,6.741332,2025-10-31 09:01:30
NA-0013,138-Kadawatha-Fort,79.938416,6.742287,2025-10-31 09:01:40
NA-0013,138-Kadawatha-Fort,79.937441,6.741761,2025-10-31 09:01:50
NA-0013,138-Kadawatha-Fort,79.937481,6.741364,2025-10-31 09:02:00
NA-0013,138-Kadawatha-Fort,79.937358,6.741906,2025-10-31 09:02:10
NA-0013,138-Kadawatha-Fort,79.937552,6.742304,2025-10-31 09:02:20
NA-0013,138-Kadawatha-Fort,79.937155,6.742027,2025-10-31 09:02:30
NA-0013,138-Kadawatha-Fort,79.936315,6.742949,2025-10-31 09:02:40
NA-0013,138-Kadawatha-Fort,79.937241,6.742849,2025-10-31 09:02:50
NA-0013,138-Kadawatha-Fort,79.938203,6.741936,2025-10-31 09:03:00
NA-0013,138-Kadawatha-Fort,79.937568,6.741866,2025-10-31 09:03:10
NA-0013,138-Kadawatha-Fort,79.937141,6.742231,2025-10-31 09:03:20
NA-0013,138-Kadawatha-Fort,79.93662,6.742212,2025-10-31 09:03:30
NA-0013,138-Kadawatha-Fort,79.936992,6.741928,2025-10-31 09:03:40
NA-0013,138-Kadawatha-Fort,79.936381,6.742555,2025-10-31 09:03:50
NA-0013,138-Kadawatha-Fort,79.935737,6.74295,2025-10-31 09:04:00
NA-0013,138-Kadawatha-Fort,79.934945,6.742658,2025-10-31 09:04:10
NA-0013,138-Kadawatha-Fort,79.934011,6.742611,2025-10-31 09:04:20
NA-0013,138-Kadawatha-Fort,79.934418,6.743049,2025-10-31 09:04:30
NA-0013,138-Kadawatha-Fort,79.933677,6.742264,2025-10-31 09:04:40
NA-0013,138-Kadawatha-Fort,79.933425,6.742547,2025-10-31 09:04:50
NA-0013,138-Kadawatha-Fort,79.933248,6.743302,2025-10-31 09:05:00
NA-0013,138-Kadawatha-Fort,79.932449,6.742346,2025-10-31 09:05:10
NA-0013,138-Kadawatha-Fort,79.932583,6.742131,2025-10-31 09:05:20
NA-0013,138-Kadawatha-Fort,79.931859,6.742799,2025-10-31 09:05:30
NA-0013,138-Kadawatha-Fort,79.93157,6.743119,2025-10-31 09:05:40
NA-0013,138-Kadawatha-Fort,79.930596,6.742174,2025-10-31 09:05:50
NA-0013,138-Kadawatha-Fort,79.930866,6.741755,2025-10-31 09:06:00
NA-0013,138-Kadawatha-Fort,79.93126,6.741106,2025-10-31 09:06:10
NA-0013,138-Kadawatha-Fort,79.931142,6.741403,2025-10-31 09:06:20
NA-0013,138-Kadawatha-Fort,79.930951,6.740628,2025-10-31 09:06:30
NA-0013,138-Kadawatha-Fort,79.930734,6.740563,2025-10-31 09:06:40
NA-0013,138-Kadawatha-Fort,79.931451,6.741047,2025-10-31 09:06:50
NA-0013,138-Kadawatha-Fort,79.931986,6.740672,2025-10-31 09:07:00
NA-0013,138-Kadawatha-Fort,79.931669,6.74158,2025-10-31 09:07:10
NA-0013,138-Kadawatha-Fort,79.931228,6.741404,2025-10-31 09:07:20
NA-0013,138-Kadawatha-Fort,79.930256,6.742227,2025-10-31 09:07:30
NA-0013,138-Kadawatha-Fort,79.929861,6.743182,2025-10-31 09:07:40
NA-0013,138-Kadawatha-Fort,79.929124,6.743252,2025-10-31 09:07:50
NA-0013,138-Kadawatha-Fort,79.928445,6.7428,2025-10-31 09:08:00
NA-0013,138-Kadawatha-Fort,79.92745,6.742508,2025-10-31 09:08:10
NA-0013,138-Kadawatha-Fort,79.928323,6.742137,2025-10-31 09:08:20
NA-0013,138-Kadawatha-Fort,79.929027,6.74182,2025-10-31 09:08:30
NA-0013,138-Kadawatha-Fort,79.929693,6.741466,2025-10-31 09:08:40
NA-0013,138-Kadawatha-Fort,79.929699,6.740772,2025-10-31 09:08:50
NA-0013,138-Kadawatha-Fort,79.92997,6.740316,2025-10-31 09:09:00
NA-0013,138-Kadawatha-Fort,79.929148,6.740731,2025-10-31 09:09:10
NA-0013,138-Kadawatha-Fort,79.928662,6.740481,2025-10-31 09:09:20
NA-0013,138-Kadawatha-Fort,79.92893,6.741378,2025-10-31 09:09:30
NA-0013,138-Kadawatha-Fort,79.928618,6.740478,2025-10-31 09:09:40
NA-0013,138-Kadawatha-Fort,79.928097,6.739585,2025-10-31 09:09:50
NA-0013,138-Kadawatha-Fort,79.927932,6.739883,2025-10-31 09:10:00
NA-0013,138-Kadawatha-Fort,79.928115,6.740818,2025-10-31 09:10:10
NA-0013,138-Kadawatha-Fort,79.927506,6.740338,2025-10-31 09:10:20
NA-0013,138-Kadawatha-Fort,79.926697,6.740757,2025-10-31 09:10:30
NA-0013,138-Kadawatha-Fort,79.926436,6.740634,2025-10-31 09:10:40
NA-0013,138-Kadawatha-Fort,79.926329,6.740364,2025-10-31 09:10:50
NA-0013,138-Kadawatha-Fort,79.926158,6.7399,2025-10-31 09:11:00
NA-0013,138-Kadawatha-Fort,79.926334,6.740215,2025-10-31 09:11:10
NA-0013,138-Kadawatha-Fort,79.925984,6.740095,2025-10-31 09:11:20
NA-0013,138-Kadawatha-Fort,79.926611,6.740418,2025-10-31 09:11:30
NA-0013,138-Kadawatha-Fort,79.926434,6.740861,2025-10-31 09:11:40
NA-0013,138-Kadawatha-Fort,79.926651,6.740578,2025-10-31 09:11:50
NA-0013,138-Kadawatha-Fort,79.926614,6.741348,2025-10-31 09:12:00
NA-0013,138-Kadawatha-Fort,79.926538,6.740569,2025-10-31 09:12:10
NA-0013,138-Kadawatha-Fort,79.927064,6.740619,2025-10-31 09:12:20
NA-0013,138-Kadawatha-Fort,79.926875,6.739859,2025-10-31 09:12:30
NA-0013,138-Kadawatha-Fort,79.926335,6.74027,2025-10-31 09:12:40
NA-0013,138-Kadawatha-Fort,79.927143,6.740047,2025-10-31 09:12:50
NA-0013,138-Kadawatha-Fort,79.926345,6.739193,2025-10-31 09:13:00
NA-0013,138-Kadawatha-Fort,79.926041,6.738249,2025-10-31 09:13:10
NA-0013,138-Kadawatha-Fort,79.926363,6.738944,2025-10-31 09:13:20
NA-0013,138-Kadawatha-Fort,79.927136,6.739187,2025-10-31 09:13:30
NA-0013,138-Kadawatha-Fort,79.928017,6.739821,2025-10-31 09:13:40
NA-0013,138-Kadawatha-Fort,79.928155,6.739977,2025-10-31 09:13:50
NA-0013,138-Kadawatha-Fort,79.927848,6.739392,2025-10-31 09:14:00
NA-0013,138-Kadawatha-Fort,79.92769,6.739041,2025-10-31 09:14:10
NA-0013,138-Kadawatha-Fort,79.92835,6.738581,2025-10-31 09:14:20
NA-0013,138-Kadawatha-Fort,79.929321,6.73806,2025-10-31 09:14:30
NA-0013,138-Kadawatha-Fort,79.929325,6.737304,2025-10-31 09:14:40
NA-0013,138-Kadawatha-Fort,79.929375,6.736783,2025-10-31 09:14:50
NA-0013,138-Kadawatha-Fort,79.929294,6.735964,2025-10-31 09:15:00
NA-0013,138-Kadawatha-Fort,79.928588,6.736238,2025-10-31 09:15:10
NA-0013,138-Kadawatha-Fort,79.92892,6.736336,2025-10-31 09:15:20
NA-0013,138-Kadawatha-Fort,79.92939,6.737288,2025-10-31 09:15:30
NA-0013,138-Kadawatha-Fort,79.928444,6.73728,2025-10-31 09:15:40
NA-0013,138-Kadawatha-Fort,79.928845,6.737204,2025-10-31 09:15:50
NA-0013,138-Kadawatha-Fort,79.928111,6.73622,2025-10-31 09:16:00
NA-0013,138-Kadawatha-Fort,79.927889,6.735936,2025-10-31 09:16:10
NA-0013,138-Kadawatha-Fort,79.928657,6.736075,2025-10-31 09:16:20
NA-0013,138-Kadawatha-Fort,79.929281,6.735176,2025-10-31 09:16:30
NA-0013,138-Kadawatha-Fort,79.929089,6.735393,2025-10-31 09:16:40
NA-0013,138-Kadawatha-Fort,79.929595,6.735718,2025-10-31 09:16:50
NA-0013,138-Kadawatha-Fort,79.928627,6.73581,2025-10-31 09:17:00
NA-0013,138-Kadawatha-Fort,79.927708,6.735558,2025-10-31 09:17:10
NA-0013,138-Kadawatha-Fort,79.92809,6.73525,2025-10-31 09:17:20
NA-0013,138-Kadawatha-Fort,79.927677,6.734767,2025-10-31 09:17:30
NA-0013,138-Kadawatha-Fort,79.926959,6.73556,2025-10-31 09:17:40
NA-0013,138-Kadawatha-Fort,79.926749,6.735399,2025-10-31 09:17:50
NA-0013,138-Kadawatha-Fort,79.926055,6.735449,2025-10-31 09:18:00
NA-0013,138-Kadawatha-Fort,79.926091,6.735023,2025-10-31 09:18:10
NA-0013,138-Kadawatha-Fort,79.926837,6.734869,2025-10-31 09:18:20
NA-0013,138-Kadawatha-Fort,79.926697,6.735483,2025-10-31 09:18:30
NA-0013,138-Kadawatha-Fort,79.927236,6.736242,2025-10-31 09:18:40
NA-0013,138-Kadawatha-Fort,79.927525,6.736442,2025-10-31 09:18:50
NA-0013,138-Kadawatha-Fort,79.927455,6.737128,2025-10-31 09:19:00
NA-0013,138-Kadawatha-Fort,79.927202,6.736143,2025-10-31 09:19:10
NA-0013,138-Kadawatha-Fort,79.927884,6.735783,2025-10-31 09:19:20
NA-0013,138-Kadawatha-Fort,79.928677,6.736266,2025-10-31 09:19:30
NA-0013,138-Kadawatha-Fort,79.92805,6.736801,2025-10-31 09:19:40
NA-0013,138-Kadawatha-Fort,79.928371,6.737286,2025-10-31 09:19:50
NA-0013,138-Kadawatha-Fort,79.92772,6.737164,2025-10-31 09:20:00
NA-0013,138-Kadawatha-Fort,79.92786,6.73719,2025-10-31 09:20:10
NA-0013,138-Kadawatha-Fort,79.928042,6.736429,2025-10-31 09:20:20
NA-0013,138-Kadawatha-Fort,79.927204,6.735754,2025-10-31 09:20:30
NA-0013,138-Kadawatha-Fort,79.927523,6.736518,2025-10-31 09:20:40
NA-0013,138-Kadawatha-Fort,79.92679,6.736422,2025-10-31 09:20:50
NA-0013,138-Kadawatha-Fort,79.926163,6.736236,2025-10-31 09:21:00
NA-0013,138-Kadawatha-Fort,79.925597,6.736513,2025-10-31 09:21:10
NA-0013,138-Kadawatha-Fort,79.924816,6.736683,2025-10-31 09:21:20
NA-0013,138-Kadawatha-Fort,79.92383,6.737549,2025-10-31 09:21:30
NA-0013,138-Kadawatha-Fort,79.924572,6.738494,2025-10-31 09:21:40
NA-0013,138-Kadawatha-Fort,79.92393,6.737641,2025-10-31 09:21:50
NA-0013,138-Kadawatha-Fort,79.923967,6.738079,2025-10-31 09:22:00
NA-0013,138-Kadawatha-Fort,79.92416,6.738111,2025-10-31 09:22:10
NA-0013,138-Kadawatha-Fort,79.923795,6.73746,2025-10-31 09:22:20
NA-0013,138-Kadawatha-Fort,79.924468,6.736673,2025-10-31 09:22:30
NA-0013,138-Kadawatha-Fort,79.924825,6.736471,2025-10-31 09:22:40
NA-0013,138-Kadawatha-Fort,79.925014,6.736383,2025-10-31 09:22:50
NA-0013,138-Kadawatha-Fort,79.924654,6.735687,2025-10-31 09:23:00
NA-0013,138-Kadawatha-Fort,79.924984,6.735984,2025-10-31 09:23:10
NA-0013,138-Kadawatha-Fort,79.924769,6.73607,2025-10-31 09:23:20
NA-0013,138-Kadawatha-Fort,79.925336,6.736134,2025-10-31 09:23:30
NA-0013,138-Kadawatha-Fort,79.925346,6.735868,2025-10-31 09:23:40
NA-0013,138-Kadawatha-Fort,79.925719,6.736851,2025-10-31 09:23:50
NA-0013,138-Kadawatha-Fort,79.925514,6.735963,2025-10-31 09:24:00
NA-0013,138-Kadawatha-Fort,79.926256,6.736536,2025-10-31 09:24:10
NA-0013,138-Kadawatha-Fort,79.925947,6.735634,2025-10-31 09:24:20
NA-0013,138-Kadawatha-Fort,79.925308,6.734738,2025-10-31 09:24:30
NA-0013,138-Kadawatha-Fort,79.924504,6.735233,2025-10-31 09:24:40
NA-0013,138-Kadawatha-Fort,79.923805,6.736137,2025-10-31 09:24:50
NA-0013,138-Kadawatha-Fort,79.923047,6.735682,2025-10-31 09:25:00
NA-0013,138-Kadawatha-Fort,79.923404,6.735155,2025-10-31 09:25:10
NA-0013,138-Kadawatha-Fort,79.923976,6.736125,2025-10-31 09:25:20
NA-0013,138-Kadawatha-Fort,79.92397,6.736307,2025-10-31 09:25:30
NA-0013,138-Kadawatha-Fort,79.923468,6.736332,2025-10-31 09:25:40
NA-0013,138-Kadawatha-Fort,79.922674,6.736901,2025-10-31 09:25:50
NA-0013,138-Kadawatha-Fort,79.922873,6.736359,2025-10-31 09:26:00
NA-0013,138-Kadawatha-Fort,79.922095,6.736595,2025-10-31 09:26:10
NA-0013,138-Kadawatha-Fort,79.922899,6.73572,2025-10-31 09:26:20
NA-0013,138-Kadawatha-Fort,79.92342,6.735384,2025-10-31 09:26:30
NA-0013,138-Kadawatha-Fort,79.923961,6.734928,2025-10-31 09:26:40
NA-0013,138-Kadawatha-Fort,79.923938,6.733944,2025-10-31 09:26:50
NA-0013,138-Kadawatha-Fort,79.92297,6.734648,2025-10-31 09:27:00
NA-0013,138-Kadawatha-Fort,79.923464,6.733841,2025-10-31 09:27:10
NA-0013,138-Kadawatha-Fort,79.923176,6.734024,2025-10-31 09:27:20
NA-0013,138-Kadawatha-Fort,79.922723,6.734242,2025-10-31 09:27:30
NA-0013,138-Kadawatha-Fort,79.922246,6.733438,2025-10-31 09:27:40
NA-0013,138-Kadawatha-Fort,79.921746,6.732446,2025-10-31 09:27:50
NA-0013,138-Kadawatha-Fort,79.921392,6.73203,2025-10-31 09:28:00
NA-0013,138-Kadawatha-Fort,79.92218,6.732956,2025-10-31 09:28:10
NA-0013,138-Kadawatha-Fort,79.922451,6.732038,2025-10-31 09:28:20
NA-0013,138-Kadawatha-Fort,79.923112,6.73105,2025-10-31 09:28:30
NA-0013,138-Kadawatha-Fort,79.923472,6.730121,2025-10-31 09:28:40
NA-0013,138-Kadawatha-Fort,79.923216,6.730371,2025-10-31 09:28:50
NA-0013,138-Kadawatha-Fort,79.922297,6.730485,2025-10-31 09:29:00
NA-0013,138-Kadawatha-Fort,79.923277,6.730541,2025-10-31 09:29:10
NA-0013,138-Kadawatha-Fort,79.923095,6.730739,2025-10-31 09:29:20
NA-0013,138-Kadawatha-Fort,79.922168,6.72989,2025-10-31 09:29:30
NA-0013,138-Kadawatha-Fort,79.922602,6.729589,2025-10-31 09:29:40
NA-0013,138-Kadawatha-Fort,79.922873,6.728691,2025-10-31 09:29:50
NA-0013,138-Kadawatha-Fort,79.923819,6.728897,2025-10-31 09:30:00
NA-0013,138-Kadawatha-Fort,79.9242,6.728221,2025-10-31 09:30:10
NA-0013,138-Kadawatha-Fort,79.924116,6.728765,2025-10-31 09:30:20
NA-0013,138-Kadawatha-Fort,79.924225,6.728495,2025-10-31 09:30:30
NA-0013,138-Kadawatha-Fort,79.923729,6.729412,2025-10-31 09:30:40
NA-0013,138-Kadawatha-Fort,79.922774,6.729733,2025-10-31 09:30:50
NA-0013,138-Kadawatha-Fort,79.92298,6.729839,2025-10-31 09:31:00
NA-0013,138-Kadawatha-Fort,79.923795,6.730272,2025-10-31 09:31:10
NA-0013,138-Kadawatha-Fort,79.924734,6.729314,2025-10-31 09:31:20
NA-0013,138-Kadawatha-Fort,79.924985,6.729794,2025-10-31 09:31:30
NA-0013,138-Kadawatha-Fort,79.925284,6.729585,2025-10-31 09:31:40
NA-0013,138-Kadawatha-Fort,79.925123,6.729333,2025-10-31 09:31:50
NA-0013,138-Kadawatha-Fort,79.925074,6.729274,2025-10-31 09:32:00
NA-0013,138-Kadawatha-Fort,79.924916,6.729884,2025-10-31 09:32:10
NA-0013,138-Kadawatha-Fort,79.924968,6.730709,2025-10-31 09:32:20
NA-0013,138-Kadawatha-Fort,79.925565,6.730508,2025-10-31 09:32:30
NA-0013,138-Kadawatha-Fort,79.926016,6.730966,2025-10-31 09:32:40
NA-0013,138-Kadawatha-Fort,79.926227,6.731933,2025-10-31 09:32:50
NA-0013,138-Kadawatha-Fort,79.926192,6.732136,2025-10-31 09:33:00
NA-0013,138-Kadawatha-Fort,79.926814,6.732894,2025-10-31 09:33:10
NA-0013,138-Kadawatha-Fort,79.92757,6.732747,2025-10-31 09:33:20
NA-0013,138-Kadawatha-Fort,79.926895,6.732832,2025-10-31 09:33:30
NA-0013,138-Kadawatha-Fort,79.926,6.733346,2025-10-31 09:33:40
NA-0013,138-Kadawatha-Fort,79.926226,6.733567,2025-10-31 09:33:50
NA-0013,138-Kadawatha-Fort,79.925507,6.733538,2025-10-31 09:34:00
NA-0013,138-Kadawatha-Fort,79.924583,6.733387,2025-10-31 09:34:10
NA-0013,138-Kadawatha-Fort,79.923836,6.733645,2025-10-31 09:34:20
NA-0013,138-Kadawatha-Fort,79.923641,6.734215,2025-10-31 09:34:30
NA-0013,138-Kadawatha-Fort,79.9236,6.733535,2025-10-31 09:34:40
NA-0013,138-Kadawatha-Fort,79.92322,6.732563,2025-10-31 09:34:50
NA-0013,138-Kadawatha-Fort,79.92374,6.733324,2025-10-31 09:35:00
NA-0013,138-Kadawatha-Fort,79.923079,6.733707,2025-10-31 09:35:10
NA-0013,138-Kadawatha-Fort,79.922671,6.732807,2025-10-31 09:35:20
NA-0013,138-Kadawatha-Fort,79.92259,6.733417,2025-10-31 09:35:30
NA-0013,138-Kadawatha-Fort,79.921992,6.732799,2025-10-31 09:35:40
NA-0013,138-Kadawatha-Fort,79.92136,6.733645,2025-10-31 09:35:50
NA-0013,138-Kadawatha-Fort,79.922287,6.733613,2025-10-31 09:36:00
NA-0013,138-Kadawatha-Fort,79.92287,6.733423,2025-10-31 09:36:10
NA-0013,138-Kadawatha-Fort,79.923427,6.73398,2025-10-31 09:36:20
NA-0013,138-Kadawatha-Fort,79.923023,6.734102,2025-10-31 09:36:30
NA-0013,138-Kadawatha-Fort,79.923136,6.734393,2025-10-31 09:36:40
NA-0013,138-Kadawatha-Fort,79.923626,6.734158,2025-10-31 09:36:50
NA-0013,138-Kadawatha-Fort,79.923243,6.733173,2025-10-31 09:37:00
NA-0013,138-Kadawatha-Fort,79.923102,6.732856,2025-10-31 09:37:10
NA-0013,138-Kadawatha-Fort,79.923997,6.733262,2025-10-31 09:37:20
NA-0013,138-Kadawatha-Fort,79.923052,6.732348,2025-10-31 09:37:30
NA-0013,138-Kadawatha-Fort,79.922168,6.731487,2025-10-31 09:37:40
NA-0013,138-Kadawatha-Fort,79.923079,6.732211,2025-10-31 09:37:50
NA-0013,138-Kadawatha-Fort,79.923261,6.731989,2025-10-31 09:38:00
NA-0013,138-Kadawatha-Fort,79.923869,6.732568,2025-10-31 09:38:10
NA-0013,138-Kadawatha-Fort,79.923343,6.731598,2025-10-31 09:38:20
NA-0013,138-Kadawatha-Fort,79.922984,6.73209,2025-10-31 09:38:30
NA-0013,138-Kadawatha-Fort,79.922716,6.73147,2025-10-31 09:38:40
NA-0013,138-Kadawatha-Fort,79.922889,6.731828,2025-10-31 09:38:50
NA-0013,138-Kadawatha-Fort,79.922173,6.732595,2025-10-31 09:39:00
NA-0013,138-Kadawatha-Fort,79.921465,6.733293,2025-10-31 09:39:10
NA-0013,138-Kadawatha-Fort,79.921236,6.733138,2025-10-31 09:39:20
NA-0013,138-Kadawatha-Fort,79.921713,6.733804,2025-10-31 09:39:30
NA-0013,138-Kadawatha-Fort,79.92127,6.734555,2025-10-31 09:39:40
NA-0013,138-Kadawatha-Fort,79.920504,6.735058,2025-10-31 09:39:50
NA-0013,138-Kadawatha-Fort,79.921193,6.734827,2025-10-31 09:40:00
NA-0013,138-Kadawatha-Fort,79.922028,6.73434,2025-10-31 09:40:10
NA-0013,138-Kadawatha-Fort,79.921599,6.734085,2025-10-31 09:40:20
NA-0013,138-Kadawatha-Fort,79.920925,6.734675,2025-10-31 09:40:30
NA-0013,138-Kadawatha-Fort,79.920479,6.734384,2025-10-31 09:40:40
NA-0013,138-Kadawatha-Fort,79.920188,6.735108,2025-10-31 09:40:50
NA-0013,138-Kadawatha-Fort,79.920712,6.735116,2025-10-31 09:41:00
NA-0013,138-Kadawatha-Fort,79.920902,6.734372,2025-10-31 09:41:10
NA-0013,138-Kadawatha-Fort,79.921413,6.735029,2025-10-31 09:41:20
NA-0013,138-Kadawatha-Fort,79.921655,6.735661,2025-10-31 09:41:30
NA-0013,138-Kadawatha-Fort,79.921673,6.735445,2025-10-31 09:41:40
NA-0013,138-Kadawatha-Fort,79.922497,6.735485,2025-10-31 09:41:50
NA-0013,138-Kadawatha-Fort,79.923369,6.734893,2025-10-31 09:42:00
NA-0013,138-Kadawatha-Fort,79.923437,6.735442,2025-10-31 09:42:10
NA-0013,138-Kadawatha-Fort,79.92321,6.735576,2025-10-31 09:42:20
NA-0013,138-Kadawatha-Fort,79.922732,6.73564,2025-10-31 09:42:30
NA-0013,138-Kadawatha-Fort,79.9234,6.735963,2025-10-31 09:42:40
NA-0013,138-Kadawatha-Fort,79.924375,6.735264,2025-10-31 09:42:50
NA-0013,138-Kadawatha-Fort,79.925101,6.734706,2025-10-31 09:43:00
NA-0013,138-Kadawatha-Fort,79.92594,6.735616,2025-10-31 09:43:10
NA-0013,138-Kadawatha-Fort,79.925347,6.735582,2025-10-31 09:43:20
NA-0013,138-Kadawatha-Fort,79.926225,6.735384,2025-10-31 09:43:30
NA-0013,138-Kadawatha-Fort,79.925902,6.734799,2025-10-31 09:43:40
NA-0013,138-Kadawatha-Fort,79.926084,6.734922,2025-10-31 09:43:50
NA-0013,138-Kadawatha-Fort,79.925495,6.73494,2025-10-31 09:44:00
